date_id,customer_id,lane_id,service_id,office_id,carrier_id,shipment_count,teu,cbm,chargeable_weight_kg,net_revenue_usd,freight_cost_usd,fuel_cost_usd,handling_cost_usd,customs_cost_usd,demurrage_cost_usd,claims_cost_usd,last_mile_cost_usd,total_cost_usd,gross_profit_usd,target_margin_pct,on_time_count,delayed_count,utilization_pct,is_synthetic
2025-01,C001,L001,S001,O002,CA05,57,39.87,1295.55,286382.06,178393.92,123061.36,13822.91,6568.66,1925.28,546.66,0.0,5085.11,151009.99,27383.93,0.185,47,10,0.7726,TRUE
2025-01,C001,L002,S001,O002,CA05,49,105.68,904.97,144182.71,133510.76,95483.39,10598.0,8946.99,977.17,73.91,652.12,4256.52,120988.11,12522.66,0.185,45,4,0.9513,TRUE
2025-01,C001,L004,S004,O005,CA04,63,73.19,628.62,207396.13,39900.5,24940.86,3225.62,8384.44,1281.95,56.62,471.69,10530.72,48891.89,-8991.38,0.245,57,6,0.7886,TRUE
2025-01,C001,L004,S005,O005,CA04,20,43.98,406.61,17432.13,2262.45,1456.64,114.47,2951.83,1868.33,8.02,20.88,2416.83,8837.0,-6574.55,0.245,17,3,0.7117,TRUE
2025-01,C001,L006,S001,O004,CA02,42,64.41,1003.88,167393.01,112925.7,79925.54,5131.64,3820.85,601.95,0.0,588.39,2337.01,92405.38,20520.32,0.185,38,4,0.8984,TRUE
2025-01,C001,L008,S001,O006,CA01,70,176.94,948.24,86310.87,182901.49,129308.8,13916.49,10573.59,828.53,1587.71,0.0,7908.93,164124.06,18777.43,0.185,53,17,0.8728,TRUE
2025-01,C001,L009,S001,O004,CA04,33,75.05,249.83,66880.22,47464.1,33552.88,2373.19,3351.62,496.21,431.83,338.6,3853.2,44397.54,3066.56,0.215,27,6,0.8048,TRUE
2025-01,C001,L009,S004,O004,CA04,50,48.25,1243.67,212128.18,71908.55,47478.65,3497.08,5700.71,1249.96,231.58,368.35,6365.3,64891.62,7016.93,0.215,41,9,0.7868,TRUE
2025-01,C001,L010,S001,O001,CA02,55,120.46,971.29,167164.99,160240.34,104866.72,9398.77,11221.74,784.28,0.0,1349.89,6317.33,133938.72,26301.62,0.185,48,7,0.8817,TRUE
2025-01,C001,L011,S003,O002,CA03,86,0.0,529.57,416884.64,445972.71,336324.45,29807.2,6597.47,1507.07,39.97,0.0,3022.61,377298.78,68673.92,0.165,79,7,0.8296,TRUE
2025-01,C001,L011,S005,O002,CA05,35,0.0,801.53,105325.21,17309.8,13279.82,1126.24,4521.44,1296.02,74.03,88.57,2612.43,22998.54,-5688.74,0.165,28,7,0.7498,TRUE
2025-01,C001,L012,S004,O001,CA05,36,30.32,213.3,177741.35,23696.07,14650.24,1453.15,5793.53,1269.51,60.03,0.0,2452.78,25679.23,-1983.16,0.245,30,6,0.7466,TRUE
2025-01,C002,L001,S001,O003,CA02,33,88.86,835.01,167512.38,93790.72,62704.4,6621.02,2431.28,1095.17,44.0,199.92,1836.49,74932.29,18858.43,0.185,28,5,0.7389,TRUE
2025-01,C002,L002,S001,O001,CA01,63,129.37,1428.54,281004.82,178477.79,117726.78,11248.05,6238.84,1106.37,0.0,0.0,5896.87,142216.92,36260.87,0.185,58,5,0.7327,TRUE
2025-01,C002,L003,S002,O004,CA01,47,114.87,448.32,172185.63,51469.77,32860.95,3618.71,3331.96,1253.14,145.65,0.0,4045.71,45256.13,6213.64,0.225,39,8,0.9669,TRUE
2025-01,C002,L004,S004,O005,CA04,82,169.67,1512.78,128291.31,56957.39,38181.85,3343.14,7169.38,2915.26,712.62,632.95,16950.83,69906.03,-12948.64,0.245,60,22,0.823,TRUE
2025-01,C002,L004,S005,O005,CA04,26,28.78,222.19,111807.47,2120.13,1399.88,168.26,2088.62,658.33,15.38,0.0,1245.46,5575.92,-3455.79,0.245,18,8,0.8809,TRUE
2025-01,C002,L005,S003,O003,CA03,83,0.0,414.27,122619.01,435165.02,349864.75,24524.21,9905.89,1889.96,677.46,2642.42,9476.12,398980.81,36184.21,0.165,72,11,0.8695,TRUE
2025-01,C002,L005,S005,O002,CA05,23,0.0,202.78,72942.82,12919.75,9944.92,689.07,3641.15,2067.29,23.13,30.63,632.41,17028.59,-4108.84,0.165,20,3,0.7792,TRUE
2025-01,C002,L007,S002,O002,CA05,72,186.33,765.75,297558.85,68390.01,48086.28,5557.33,10190.59,1482.88,0.0,0.0,2434.41,67751.5,638.51,0.225,61,11,0.71,TRUE
2025-01,C002,L007,S005,O002,CA02,24,36.66,690.02,104063.33,3463.32,2245.51,197.37,3787.49,1492.06,0.0,9.25,1167.42,8899.09,-5435.78,0.225,22,2,0.6501,TRUE
2025-01,C002,L008,S001,O006,CA02,29,42.22,188.46,81135.21,78918.54,59050.13,3976.24,1601.77,805.65,0.0,0.0,2805.95,68239.74,10678.8,0.185,25,4,0.6816,TRUE
2025-01,C002,L008,S005,O006,CA05,24,19.94,383.79,85698.67,6698.09,5031.56,526.76,1883.66,1864.9,0.0,13.34,3005.66,12325.89,-5627.79,0.185,22,2,0.6808,TRUE
2025-01,C002,L010,S001,O001,CA05,66,92.58,546.57,240817.52,188759.41,121943.7,11727.97,11537.13,1264.05,0.0,3755.41,3090.16,153318.43,35440.98,0.185,61,5,0.6972,TRUE
2025-01,C002,L011,S003,O003,CA05,71,0.0,1016.13,521658.41,382701.47,287122.11,20843.24,11706.36,1301.72,0.0,1982.3,5227.83,328183.56,54517.91,0.165,65,6,0.879,TRUE
2025-01,C002,L011,S005,O002,CA05,13,0.0,338.56,28622.93,6223.05,4867.99,384.64,916.1,1100.73,0.0,16.34,1308.83,8594.62,-2371.57,0.165,11,2,0.7547,TRUE
2025-01,C003,L002,S001,O001,CA05,54,89.68,1155.7,97090.04,150672.54,108988.92,12404.68,7920.66,1001.39,91.08,0.0,5397.9,135804.63,14867.91,0.185,46,8,0.7679,TRUE
2025-01,C003,L004,S004,O005,CA05,17,16.05,453.07,21964.25,12935.23,9058.8,966.75,2761.15,604.34,35.14,89.48,1168.69,14684.35,-1749.12,0.245,13,4,0.7446,TRUE
2025-01,C003,L004,S005,O005,CA04,6,15.87,37.06,15134.93,474.97,299.76,36.21,545.97,141.81,3.15,2.16,1346.75,2375.82,-1900.85,0.245,5,1,0.809,TRUE
2025-01,C003,L006,S001,O004,CA05,28,20.88,593.8,52624.96,73658.87,53165.64,4347.63,3813.82,516.32,0.0,111.83,1045.53,63000.77,10658.1,0.185,24,4,0.6556,TRUE
2025-01,C003,L006,S005,O004,CA02,9,13.86,241.42,20323.64,4188.38,3065.29,250.13,919.39,475.5,21.8,12.72,512.43,5257.25,-1068.88,0.185,7,2,0.8439,TRUE
2025-01,C003,L008,S001,O006,CA05,34,88.15,922.6,157754.51,90434.5,65057.24,5434.96,3487.73,297.97,227.19,0.0,2926.5,77431.58,13002.92,0.185,28,6,0.7251,TRUE
2025-01,C003,L009,S001,O004,CA05,29,51.06,176.17,37106.75,41206.18,26889.18,3407.4,4284.05,251.94,0.0,239.17,2040.62,37112.36,4093.82,0.215,25,4,0.6572,TRUE
2025-01,C003,L009,S004,O004,CA05,30,48.79,285.83,35250.82,43650.81,28618.4,2070.98,3514.68,983.75,214.03,0.0,3645.0,39046.85,4603.96,0.215,24,6,0.9233,TRUE
2025-01,C003,L009,S005,O004,CA04,17,17.95,331.06,12384.16,3449.23,2428.62,287.13,3534.41,628.66,1.11,0.0,954.73,7834.65,-4385.43,0.215,14,3,0.7316,TRUE
2025-01,C003,L012,S004,O001,CA05,25,44.74,246.99,57824.56,17360.74,11413.55,1045.4,4910.58,732.78,0.0,0.0,3360.68,21462.99,-4102.25,0.245,22,3,0.6059,TRUE
2025-01,C004,L001,S001,O001,CA02,54,125.88,347.76,222481.95,166768.46,114116.6,13337.26,5066.3,1664.4,0.0,552.63,1403.06,136140.24,30628.22,0.185,47,7,0.7643,TRUE
2025-01,C004,L003,S002,O002,CA06,18,28.69,700.72,33429.34,19697.83,14005.71,909.79,2817.41,312.24,28.37,314.77,1784.9,20173.19,-475.35,0.225,15,3,0.8069,TRUE
2025-01,C004,L003,S005,O002,CA05,8,16.64,159.39,21199.95,1045.58,672.18,51.9,1542.63,674.91,1.92,20.69,394.69,3358.92,-2313.35,0.225,7,1,0.67,TRUE
2025-01,C004,L007,S002,O003,CA02,12,27.71,305.32,59845.87,12040.08,8348.98,625.26,1908.1,331.7,6.87,0.0,630.12,11851.03,189.04,0.225,11,1,0.7317,TRUE
2025-01,C004,L009,S001,O004,CA05,40,80.21,888.58,87818.84,57347.34,40244.72,4516.82,6492.7,336.84,558.64,1008.23,7481.96,60639.91,-3292.57,0.215,31,9,0.8127,TRUE
2025-01,C004,L009,S004,O004,CA05,54,138.69,590.49,260529.09,78609.45,55318.03,5922.05,3973.76,1318.96,0.0,175.21,8614.82,75322.83,3286.62,0.215,47,7,0.672,TRUE
2025-01,C004,L009,S005,O004,CA05,18,21.13,499.36,42263.71,2535.79,1673.76,129.22,1737.85,1279.89,0.79,37.25,2441.3,7300.07,-4764.28,0.215,17,1,0.7693,TRUE
