date,date_key,campaign_key,channel_key,spend,impressions,clicks
2025-01-01,20250101,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-01,20250101,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-01,20250101,CMP_BRAND_SEARCH,CH_PAID_SEARCH,1813.65,18865,1223
2025-01-01,20250101,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,2165.31,28524,1366
2025-01-01,20250101,CMP_CREATOR_SOCIAL,CH_SOCIAL,48.75,1293,59
2025-01-01,20250101,CMP_SPRING_SALE,CH_SOCIAL,129.3,2431,137
2025-01-01,20250101,CMP_CART_RECOVERY,CH_EMAIL,480.43,52825,2676
2025-01-01,20250101,CMP_VIP_DROP,CH_EMAIL,209.47,33406,1142
2025-01-01,20250101,CMP_AFF_MARKETPLACE,CH_AFFILIATE,931.7,31674,1389
2025-01-01,20250101,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-02,20250102,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-02,20250102,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-02,20250102,CMP_BRAND_SEARCH,CH_PAID_SEARCH,1453.63,20584,836
2025-01-02,20250102,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,2412.8,62099,1666
2025-01-02,20250102,CMP_CREATOR_SOCIAL,CH_SOCIAL,0.0,0,0
2025-01-02,20250102,CMP_SPRING_SALE,CH_SOCIAL,0.0,0,0
2025-01-02,20250102,CMP_CART_RECOVERY,CH_EMAIL,268.89,49049,1408
2025-01-02,20250102,CMP_VIP_DROP,CH_EMAIL,0.0,0,0
2025-01-02,20250102,CMP_AFF_MARKETPLACE,CH_AFFILIATE,814.54,22876,1233
2025-01-02,20250102,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-03,20250103,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-03,20250103,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-03,20250103,CMP_BRAND_SEARCH,CH_PAID_SEARCH,1856.0,39021,1205
2025-01-03,20250103,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,2754.59,87831,1869
2025-01-03,20250103,CMP_CREATOR_SOCIAL,CH_SOCIAL,167.94,4664,195
2025-01-03,20250103,CMP_SPRING_SALE,CH_SOCIAL,0.0,0,0
2025-01-03,20250103,CMP_CART_RECOVERY,CH_EMAIL,392.93,52417,2337
2025-01-03,20250103,CMP_VIP_DROP,CH_EMAIL,184.81,27748,1056
2025-01-03,20250103,CMP_AFF_MARKETPLACE,CH_AFFILIATE,1049.3,48585,1583
2025-01-03,20250103,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-04,20250104,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-04,20250104,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-04,20250104,CMP_BRAND_SEARCH,CH_PAID_SEARCH,1867.59,49401,1453
2025-01-04,20250104,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,2592.26,32964,1607
2025-01-04,20250104,CMP_CREATOR_SOCIAL,CH_SOCIAL,44.28,1369,54
2025-01-04,20250104,CMP_SPRING_SALE,CH_SOCIAL,0.0,0,0
2025-01-04,20250104,CMP_CART_RECOVERY,CH_EMAIL,188.88,26475,1256
2025-01-04,20250104,CMP_VIP_DROP,CH_EMAIL,83.35,11011,469
2025-01-04,20250104,CMP_AFF_MARKETPLACE,CH_AFFILIATE,810.76,19804,1192
2025-01-04,20250104,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-05,20250105,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-05,20250105,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-05,20250105,CMP_BRAND_SEARCH,CH_PAID_SEARCH,1263.04,24262,783
2025-01-05,20250105,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,2289.38,39431,1621
2025-01-05,20250105,CMP_CREATOR_SOCIAL,CH_SOCIAL,0.0,0,0
2025-01-05,20250105,CMP_SPRING_SALE,CH_SOCIAL,122.86,2623,158
2025-01-05,20250105,CMP_CART_RECOVERY,CH_EMAIL,455.7,64146,2808
2025-01-05,20250105,CMP_VIP_DROP,CH_EMAIL,71.36,6169,362
2025-01-05,20250105,CMP_AFF_MARKETPLACE,CH_AFFILIATE,873.89,35856,1296
2025-01-05,20250105,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-06,20250106,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-06,20250106,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-06,20250106,CMP_BRAND_SEARCH,CH_PAID_SEARCH,1590.84,21700,1063
2025-01-06,20250106,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,2397.99,35887,1430
2025-01-06,20250106,CMP_CREATOR_SOCIAL,CH_SOCIAL,45.26,1771,53
2025-01-06,20250106,CMP_SPRING_SALE,CH_SOCIAL,118.38,4558,152
2025-01-06,20250106,CMP_CART_RECOVERY,CH_EMAIL,302.63,41817,1713
2025-01-06,20250106,CMP_VIP_DROP,CH_EMAIL,0.0,0,0
2025-01-06,20250106,CMP_AFF_MARKETPLACE,CH_AFFILIATE,982.95,34717,1499
2025-01-06,20250106,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-07,20250107,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-07,20250107,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-07,20250107,CMP_BRAND_SEARCH,CH_PAID_SEARCH,1828.0,22477,1201
2025-01-07,20250107,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,2321.53,29008,1362
2025-01-07,20250107,CMP_CREATOR_SOCIAL,CH_SOCIAL,0.0,0,0
2025-01-07,20250107,CMP_SPRING_SALE,CH_SOCIAL,0.0,0,0
2025-01-07,20250107,CMP_CART_RECOVERY,CH_EMAIL,299.75,36816,1536
2025-01-07,20250107,CMP_VIP_DROP,CH_EMAIL,83.36,16501,591
2025-01-07,20250107,CMP_AFF_MARKETPLACE,CH_AFFILIATE,983.18,34381,1722
2025-01-07,20250107,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-08,20250108,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-08,20250108,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-08,20250108,CMP_BRAND_SEARCH,CH_PAID_SEARCH,2249.65,62416,1378
2025-01-08,20250108,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,2182.91,36921,1495
2025-01-08,20250108,CMP_CREATOR_SOCIAL,CH_SOCIAL,0.0,0,0
2025-01-08,20250108,CMP_SPRING_SALE,CH_SOCIAL,0.0,0,0
2025-01-08,20250108,CMP_CART_RECOVERY,CH_EMAIL,435.51,52713,2635
2025-01-08,20250108,CMP_VIP_DROP,CH_EMAIL,0.0,0,0
2025-01-08,20250108,CMP_AFF_MARKETPLACE,CH_AFFILIATE,1056.82,45240,1673
2025-01-08,20250108,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-09,20250109,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-09,20250109,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-09,20250109,CMP_BRAND_SEARCH,CH_PAID_SEARCH,1841.19,30074,1354
2025-01-09,20250109,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,2006.25,36933,1230
2025-01-09,20250109,CMP_CREATOR_SOCIAL,CH_SOCIAL,45.29,1049,56
2025-01-09,20250109,CMP_SPRING_SALE,CH_SOCIAL,173.5,3489,194
2025-01-09,20250109,CMP_CART_RECOVERY,CH_EMAIL,505.34,80441,2818
2025-01-09,20250109,CMP_VIP_DROP,CH_EMAIL,0.0,0,0
2025-01-09,20250109,CMP_AFF_MARKETPLACE,CH_AFFILIATE,1068.87,49252,2041
2025-01-09,20250109,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-10,20250110,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-10,20250110,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-10,20250110,CMP_BRAND_SEARCH,CH_PAID_SEARCH,1909.66,41895,1351
2025-01-10,20250110,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,2569.0,26445,1712
2025-01-10,20250110,CMP_CREATOR_SOCIAL,CH_SOCIAL,0.0,0,0
2025-01-10,20250110,CMP_SPRING_SALE,CH_SOCIAL,0.0,0,0
2025-01-10,20250110,CMP_CART_RECOVERY,CH_EMAIL,415.57,66703,2419
2025-01-10,20250110,CMP_VIP_DROP,CH_EMAIL,68.49,7593,341
2025-01-10,20250110,CMP_AFF_MARKETPLACE,CH_AFFILIATE,1047.16,31163,1486
2025-01-10,20250110,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-11,20250111,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-11,20250111,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-11,20250111,CMP_BRAND_SEARCH,CH_PAID_SEARCH,1699.37,28419,1020
2025-01-11,20250111,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,2293.24,31406,1554
2025-01-11,20250111,CMP_CREATOR_SOCIAL,CH_SOCIAL,0.0,0,0
2025-01-11,20250111,CMP_SPRING_SALE,CH_SOCIAL,0.0,0,0
2025-01-11,20250111,CMP_CART_RECOVERY,CH_EMAIL,263.28,33004,1508
2025-01-11,20250111,CMP_VIP_DROP,CH_EMAIL,14.84,2789,84
2025-01-11,20250111,CMP_AFF_MARKETPLACE,CH_AFFILIATE,1086.33,29166,1739
2025-01-11,20250111,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-12,20250112,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-12,20250112,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-12,20250112,CMP_BRAND_SEARCH,CH_PAID_SEARCH,1304.87,17930,822
2025-01-12,20250112,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,2258.35,43558,1521
2025-01-12,20250112,CMP_CREATOR_SOCIAL,CH_SOCIAL,44.97,1936,45
2025-01-12,20250112,CMP_SPRING_SALE,CH_SOCIAL,31.19,711,34
2025-01-12,20250112,CMP_CART_RECOVERY,CH_EMAIL,354.41,32147,1854
2025-01-12,20250112,CMP_VIP_DROP,CH_EMAIL,0.0,0,0
2025-01-12,20250112,CMP_AFF_MARKETPLACE,CH_AFFILIATE,1130.68,36969,1857
2025-01-12,20250112,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-13,20250113,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-13,20250113,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
2025-01-13,20250113,CMP_BRAND_SEARCH,CH_PAID_SEARCH,1825.41,22842,1142
2025-01-13,20250113,CMP_GENERIC_SEARCH,CH_PAID_SEARCH,2401.1,32764,1497
2025-01-13,20250113,CMP_CREATOR_SOCIAL,CH_SOCIAL,0.75,0,0
2025-01-13,20250113,CMP_SPRING_SALE,CH_SOCIAL,0.0,0,0
2025-01-13,20250113,CMP_CART_RECOVERY,CH_EMAIL,326.44,59527,1594
2025-01-13,20250113,CMP_VIP_DROP,CH_EMAIL,0.0,0,0
2025-01-13,20250113,CMP_AFF_MARKETPLACE,CH_AFFILIATE,1026.84,37570,1554
2025-01-13,20250113,CMP_REVIEW_PARTNERS,CH_REFERRAL,0.0,0,0
2025-01-14,20250114,CMP_DIRECT_NONE,CH_DIRECT,0.0,0,0
2025-01-14,20250114,CMP_ORG_EVERGREEN,CH_ORGANIC,0.0,0,0
